number_of_room,neighbourhood,material_quality,age,distance,number_of_bathroom,area,balcony,thermal_insulation_point,air_quality,price
1,Very High,C,1.08,658.0,1,75.0,yes,89.9,22.4,730.2
3,Moderate,A,25.34,586.0,1,85.0,no,50.4,28.7,545.5
4,Very High,C,6.65,648.0,2,162.0,yes,80.1,21.1,866.5
4,Very High,B,2.94,663.0,2,153.0,yes,87.5,31.0,837.4
1,High,B,0.62,620.0,1,69.0,yes,90.4,22.8,727.8
4,Very High,A,1.88,607.0,2,176.0,no,88.9,46.5,933.6
4,High,A,2.45,678.0,2,114.0,yes,88.2,34.9,692.5
4,Very High,B,3.38,678.0,1,184.0,yes,86.9,28.0,827.4
2,Moderate,B,16.8,687.0,1,85.0,yes,64.0,51.4,346.5
4,High,C,1.13,667.0,2,141.0,yes,89.8,26.7,773.0
1,Very High,A,5.76,631.0,1,57.0,yes,82.4,23.7,719.2
2,Very Low,B,16.08,639.0,1,80.0,no,86.8,16.7,434.0
3,Low,B,11.71,665.0,1,71.0,yes,86.9,20.9,479.5
3,Moderate,A,21.89,406.0,1,62.0,,79.0,45.0,896.7
3,Very High,A,26.17,623.0,1,135.0,yes,90.8,47.3,693.3
3,Moderate,B,18.74,565.0,1,109.0,yes,86.8,27.3,722.3
2,Moderate,B,10.03,590.0,1,94.0,yes,85.7,31.6,673.9
1,Very High,B,2.36,534.0,1,70.0,yes,88.3,60.7,847.1
1,Very High,B,0.41,687.0,1,54.0,yes,90.6,24.7,653.0
3,Moderate,B,15.09,576.0,1,89.0,yes,84.8,30.2,689.7
4,High,A,1.61,667.0,1,146.0,yes,89.2,22.4,768.8
3,Moderate,B,20.63,556.0,1,132.0,yes,45.7,21.4,685.8
3,Low,D,19.46,659.0,1,141.0,no,89.1,25.3,510.8
4,High,B,6.33,570.0,1,182.0,yes,81.0,28.7,929.7
4,Very High,C,5.28,655.0,1,124.0,yes,83.5,19.2,817.6
4,Very High,B,6.71,676.0,2,135.0,yes,79.9,26.9,769.9
1,Very High,C,3.5,608.0,1,55.0,yes,86.7,26.9,773.3
2,Moderate,C,17.69,484.0,1,101.0,yes,72.5,27.6,824.6
2,Moderate,B,13.33,673.0,1,120.0,yes,79.7,37.5,496.1
4,Very High,D,6.02,414.0,1,134.0,yes,81.8,27.2,1256.4
4,Very High,A,5.67,491.0,2,174.0,yes,82.6,25.8,1174.5
3,Low,A,33.01,695.0,1,113.0,yes,90.3,63.3,239.6
3,High,C,22.07,658.0,1,69.0,yes,80.7,31.2,535.6
3,Low,C,24.02,658.0,1,125.0,,72.1,26.1,435.4
4,Very High,,7.35,696.0,1,186.0,yes,77.7,29.5,750.9
3,Moderate,B,22.45,653.0,1,62.0,yes,90.8,44.5,449.3
2,Very High,A,13.86,690.0,1,82.0,no,87.3,22.3,621.2
1,High,B,1.56,639.0,1,44.0,yes,89.3,29.3,641.8
3,Moderate,C,30.58,728.0,1,93.0,yes,78.3,44.0,269.4
1,Very High,B,8.91,665.0,1,45.0,yes,68.9,20.0,608.3
3,Moderate,B,17.89,695.0,1,148.0,no,79.3,36.0,480.5
2,Moderate,B,20.1,661.0,1,77.0,yes,89.9,19.5,507.7
3,Moderate,A,17.17,566.0,1,122.0,yes,84.0,33.0,721.1
2,Moderate,B,13.0,653.0,1,138.0,yes,86.6,33.0,579.9
3,Moderate,B,22.09,567.0,1,62.0,yes,78.1,83.9,482.9
4,Very High,D,7.3,654.0,2,150.0,yes,77.9,31.0,808.4
1,Very High,C,7.29,683.0,1,67.0,yes,77.9,23.2,614.4
1,Very High,A,0.9,661.0,1,36.0,yes,90.1,58.1,590.5
2,High,C,15.39,687.0,1,90.0,yes,75.7,27.1,519.3
1,High,C,0.27,693.0,1,70.0,yes,90.7,22.3,594.0
4,Very High,C,2.51,612.0,2,189.0,yes,88.1,30.9,974.2
2,Moderate,B,21.43,675.0,1,75.0,yes,65.2,21.7,416.4
4,Very High,B,2.85,630.0,2,181.0,yes,87.6,18.9,961.5
4,High,B,3.78,658.0,2,143.0,yes,,38.3,739.0
3,Moderate,A,23.76,577.0,1,106.0,yes,74.1,24.7,650.5
4,Very High,A,0.43,623.0,2,136.0,yes,90.6,21.7,941.5
2,Moderate,A,32.86,698.0,1,142.0,yes,88.3,52.8,339.1
2,Moderate,B,11.72,613.0,1,144.0,yes,86.4,22.8,696.1
3,Very High,C,32.01,614.0,1,99.0,yes,83.0,25.2,686.3
2,Very Low,B,33.28,512.0,1,86.0,yes,85.9,28.0,554.4
3,Very High,A,18.41,396.0,1,77.0,yes,85.9,52.1,1086.5
3,Very Low,D,23.22,664.0,1,144.0,yes,87.4,18.6,427.3
3,High,C,29.53,688.0,1,133.0,no,63.9,33.1,462.8
3,Moderate,C,14.89,690.0,1,137.0,yes,68.0,17.8,522.0
3,Moderate,D,33.09,645.0,1,91.0,,86.7,26.0,476.7
2,Low,B,11.7,660.0,1,137.0,no,85.3,26.8,515.9
4,High,D,3.08,595.0,2,143.0,,87.3,31.1,884.2
1,Very High,A,5.11,561.0,1,59.0,yes,83.9,25.7,855.4
3,Low,B,25.77,642.0,1,144.0,,86.0,32.2,486.5
4,Moderate,A,5.95,688.0,2,126.0,yes,82.0,40.7,567.2
4,Very High,A,8.83,550.0,2,164.0,yes,69.6,30.1,997.4
1,Very High,A,8.68,491.0,1,70.0,yes,70.8,34.0,931.2
4,High,B,3.62,410.0,2,131.0,yes,86.5,25.8,1233.4
4,Moderate,C,1.71,713.0,2,158.0,yes,89.1,28.1,623.2
4,Very High,B,2.37,598.0,1,112.0,,88.3,28.0,915.8
3,Very Low,A,22.5,596.0,1,129.0,no,89.8,35.8,503.8
4,Very High,C,7.42,610.0,2,183.0,no,77.4,22.9,945.2
4,Very High,B,6.84,653.0,1,127.0,,79.5,33.3,769.8
4,Very High,B,4.5,580.0,2,187.0,yes,85.0,25.8,1029.6
3,Very Low,C,15.78,677.0,1,102.0,no,82.1,20.2,386.6
4,Very High,B,0.7,555.0,2,157.0,yes,90.3,44.7,1027.6
2,Moderate,B,16.6,650.0,1,60.0,yes,90.5,21.9,525.6
4,Very High,C,2.2,511.0,2,159.0,yes,88.5,19.2,1170.2
3,Very Low,B,21.47,661.0,1,141.0,yes,90.2,24.6,429.0
3,Moderate,B,19.02,661.0,1,113.0,,79.5,28.0,525.9
1,High,C,7.75,541.0,1,39.0,yes,76.1,25.1,773.9
1,Very High,C,1.77,676.0,1,37.0,yes,89.0,33.0,623.8
3,High,A,19.87,600.0,1,70.0,yes,85.3,42.7,637.0
3,Moderate,A,18.8,704.0,1,145.0,yes,72.7,33.5,449.0
4,High,A,9.98,478.0,2,160.0,,30.3,39.5,948.9
4,Moderate,B,5.32,659.0,2,178.0,no,83.4,29.6,710.5
3,Moderate,B,26.71,671.0,1,136.0,yes,82.7,15.0,529.1
4,High,A,5.85,706.0,2,182.0,no,82.2,18.2,721.7
1,High,D,4.09,679.0,1,68.0,,85.7,34.4,554.9
3,Very Low,B,23.39,403.0,1,115.0,yes,78.0,26.3,853.6
3,Very Low,A,22.63,602.0,1,112.0,yes,68.9,24.7,462.8
4,Very High,B,3.02,450.0,2,117.0,yes,87.4,38.9,1184.2
3,Very High,C,24.06,656.0,1,70.0,yes,73.4,33.0,581.0
1,Very High,A,8.81,687.0,1,48.0,yes,69.7,41.7,513.1
3,Moderate,B,24.16,693.0,1,115.0,yes,84.5,47.9,395.1
4,Very High,C,9.13,592.0,1,136.0,yes,66.6,25.3,877.9
3,Moderate,B,30.67,674.0,1,115.0,yes,73.4,18.0,453.9
4,Moderate,B,3.15,568.0,2,182.0,yes,87.2,21.5,928.8
4,Very High,B,3.46,621.0,2,114.0,yes,86.8,40.6,848.1
3,Moderate,A,22.39,408.0,1,91.0,,81.9,27.9,971.1
3,Moderate,A,23.25,504.0,1,80.0,no,87.3,29.0,780.8
2,High,B,17.65,702.0,1,91.0,yes,86.0,88.8,333.4
3,Moderate,A,12.96,692.0,1,77.0,yes,89.5,36.9,460.3
1,Very High,A,8.48,564.0,1,72.0,no,72.2,25.1,822.4
3,Moderate,C,16.89,708.0,1,106.0,no,88.1,19.5,481.5
4,Very High,D,0.15,682.0,2,127.0,yes,90.9,25.8,811.5
3,Moderate,C,20.32,420.0,1,74.0,yes,79.9,30.3,932.2
3,High,C,12.91,718.0,1,124.0,yes,88.6,38.5,523.0
2,Very High,A,29.3,614.0,1,81.0,yes,31.6,20.8,572.3
1,Very High,D,0.64,624.0,1,61.0,yes,90.3,25.4,775.9
2,Moderate,A,15.07,578.0,1,118.0,no,70.4,45.0,626.2
4,Very High,D,1.34,546.0,1,138.0,yes,89.6,27.4,1050.4
3,Low,D,22.71,666.0,1,150.0,yes,79.3,33.9,445.8
1,High,C,8.78,269.0,1,63.0,yes,70.0,24.5,1298.5
3,Very High,D,17.11,684.0,1,148.0,no,72.2,50.7,593.8
3,Moderate,B,23.14,681.0,1,74.0,yes,82.2,31.6,421.9
3,Moderate,B,27.03,684.0,1,99.0,yes,76.5,32.7,405.4
3,Low,B,30.92,649.0,1,87.0,,89.2,19.8,427.8
1,Very High,B,8.19,647.0,1,53.0,yes,73.9,25.5,649.6
2,Moderate,A,13.63,532.0,1,78.0,yes,,26.4,768.2
3,Moderate,B,28.77,675.0,1,114.0,yes,89.8,19.4,490.5
3,Very Low,D,17.46,662.0,1,79.0,yes,90.9,26.2,384.2
3,Very Low,A,31.64,412.0,1,105.0,,77.5,23.0,789.1
4,High,C,9.71,689.0,2,186.0,yes,55.5,64.2,559.2
1,Very High,C,5.5,690.0,1,62.0,yes,83.0,21.5,620.7
1,Very High,,2.9,595.0,1,54.0,yes,87.6,44.5,754.6
2,Moderate,D,12.31,594.0,1,75.0,yes,66.0,19.7,627.5
4,Moderate,B,9.32,697.0,2,121.0,yes,64.2,24.1,535.8
2,Moderate,D,17.29,665.0,1,123.0,yes,85.2,21.6,546.5
2,Moderate,C,21.21,566.0,1,75.0,yes,89.9,33.5,642.3
3,Moderate,A,30.19,612.0,1,102.0,yes,89.8,30.1,561.5
3,Moderate,B,22.26,693.0,1,76.0,yes,80.1,26.6,415.2
3,Low,C,29.13,665.0,1,115.0,yes,80.3,28.6,393.7
3,Moderate,A,24.24,470.0,1,142.0,,89.2,24.5,917.9
3,High,B,27.23,645.0,1,149.0,no,84.1,25.4,634.4
3,Moderate,C,20.84,610.0,1,127.0,,71.9,36.1,589.7
4,Very High,A,8.42,264.0,1,140.0,no,72.5,29.1,774.5
3,Moderate,B,19.76,688.0,1,93.0,,60.1,38.6,383.1
4,Very High,C,5.89,689.0,2,173.0,yes,82.1,38.3,761.3
4,High,B,6.31,656.0,2,166.0,yes,81.0,22.6,783.9
1,Very High,A,0.49,536.0,1,72.0,yes,90.5,22.6,962.9
1,High,A,9.5,645.0,1,67.0,yes,61.0,44.7,511.6
2,Low,B,22.21,610.0,1,143.0,yes,69.0,32.0,512.4
1,High,C,5.36,686.0,1,71.0,no,83.3,47.7,496.9
4,High,A,4.55,394.0,2,178.0,yes,84.9,23.0,744.7
2,Very Low,B,21.68,678.0,1,85.0,yes,69.4,71.3,151.8
1,Very High,A,9.61,494.0,1,73.0,yes,58.4,27.3,916.6
2,Low,B,18.77,631.0,1,134.0,,90.8,19.8,559.0
4,Moderate,C,5.84,561.0,2,188.0,yes,82.2,28.6,904.2
2,Moderate,C,19.1,671.0,1,141.0,yes,71.7,30.4,492.4
3,Low,A,8.73,573.0,1,121.0,yes,63.8,38.7,626.4
2,Moderate,B,10.51,683.0,1,148.0,yes,87.2,29.9,556.2
4,Very High,A,9.21,668.0,2,126.0,yes,65.6,22.8,744.8
3,Moderate,B,15.65,601.0,1,117.0,yes,75.8,46.1,606.2
2,Moderate,C,17.75,711.0,1,84.0,no,87.9,42.5,366.5
2,Moderate,A,12.84,668.0,1,65.0,yes,90.4,17.7,528.2
2,Moderate,B,35.22,712.0,1,69.0,no,83.0,18.9,307.5
2,Low,B,14.42,526.0,1,109.0,yes,78.0,22.6,724.3
4,Very High,C,8.51,539.0,1,152.0,yes,72.0,40.2,968.6
1,Very High,D,2.19,658.0,1,54.0,yes,88.5,22.1,701.1
4,Very High,A,8.78,598.0,2,165.0,,70.0,29.1,910.9
4,Very High,C,3.08,683.0,2,161.0,no,87.3,34.6,796.5
2,Moderate,B,24.0,634.0,1,114.0,,77.8,33.4,512.8
1,Very High,B,7.01,387.0,1,36.0,yes,78.9,35.5,1116.1
2,Moderate,,27.37,569.0,1,92.0,yes,81.5,45.2,571.3
1,Very High,C,2.7,566.0,1,69.0,yes,87.9,19.8,893.1
3,Moderate,D,15.68,659.0,1,91.0,yes,58.3,21.4,501.5
3,Moderate,B,25.09,597.0,1,126.0,,81.8,25.4,638.7
2,Moderate,B,20.73,591.0,1,127.0,yes,89.8,20.9,683.3
4,Very High,C,5.05,560.0,2,122.0,yes,84.0,23.8,1003.0
4,Very High,B,2.78,700.0,2,145.0,yes,87.7,38.0,741.5
3,Very High,B,14.98,688.0,1,101.0,yes,85.8,44.8,594.1
3,Moderate,B,27.31,701.0,1,136.0,yes,86.2,35.2,421.3
4,High,C,0.93,654.0,2,170.0,yes,90.0,30.3,818.5
3,Very High,A,28.86,376.0,1,70.0,yes,90.9,45.5,1087.8
4,Very High,A,8.62,428.0,2,159.0,yes,71.2,23.5,1246.3
3,Low,C,40.62,649.0,1,96.0,no,82.6,61.5,257.6
3,Moderate,A,29.52,413.0,1,70.0,yes,87.2,22.1,927.7
4,High,B,9.24,690.0,1,167.0,yes,65.3,52.8,574.2
3,Moderate,A,14.54,547.0,1,114.0,yes,77.0,23.8,774.5
1,Very High,A,9.63,652.0,1,48.0,no,58.1,20.0,610.4
1,High,A,5.08,661.0,1,72.0,yes,83.9,23.1,614.6
2,Moderate,A,29.51,695.0,1,146.0,yes,90.2,26.0,443.4
2,Very Low,C,10.37,555.0,1,105.0,yes,83.3,25.3,619.8
2,High,B,19.26,598.0,1,143.0,no,82.8,49.9,672.7
1,High,D,3.68,666.0,1,60.0,yes,86.4,34.1,576.1
4,High,B,2.55,452.0,2,138.0,yes,88.1,22.1,1179.7
3,Very Low,B,4.67,468.0,1,79.0,no,88.8,30.7,806.8
3,High,B,26.89,643.0,1,135.0,yes,52.1,37.3,529.9
4,Very High,B,5.98,700.0,2,152.0,yes,81.9,46.3,696.9
1,High,C,2.45,685.0,1,62.0,yes,88.2,26.7,572.3
1,High,B,2.39,685.0,1,61.0,yes,88.3,34.7,550.3
4,High,B,4.5,676.0,2,147.0,yes,85.0,37.6,704.3
3,Moderate,C,22.0,655.0,1,126.0,yes,90.3,28.8,553.3
2,High,C,34.19,554.0,1,106.0,yes,86.9,30.1,698.9
4,Very High,C,8.59,530.0,2,161.0,,71.4,30.3,1036.7
2,Very Low,B,28.15,460.0,1,145.0,,90.9,31.4,741.2
1,High,C,3.84,710.0,1,40.0,no,86.2,41.8,450.4
1,High,B,1.58,594.0,1,47.0,yes,89.3,24.8,742.4
3,Very Low,B,19.18,370.0,1,139.0,yes,88.0,32.6,966.5
1,Very High,A,7.23,607.0,1,56.0,yes,78.2,28.4,734.7
1,High,B,2.23,687.0,1,55.0,yes,88.5,38.3,532.0
3,Moderate,A,25.75,702.0,1,106.0,yes,85.4,36.2,393.6
3,Moderate,B,27.44,712.0,1,150.0,no,75.6,30.2,405.9
2,Moderate,C,16.14,623.0,1,135.0,yes,85.7,37.2,603.5
2,Moderate,A,17.13,696.0,1,135.0,yes,89.1,19.6,513.7
2,Moderate,A,22.13,533.0,1,108.0,yes,77.4,26.4,727.1
1,High,A,7.75,452.0,1,55.0,yes,76.1,39.1,921.2
1,Very High,C,3.67,440.0,1,41.0,yes,86.4,19.0,1098.3
3,Moderate,B,7.2,578.0,1,119.0,,90.9,34.1,760.9
2,Low,B,7.67,695.0,1,113.0,yes,87.2,17.8,475.7
3,Low,C,22.36,575.0,1,145.0,yes,90.5,25.0,662.0
4,Very High,C,3.83,694.0,2,119.0,yes,86.2,38.9,715.7
4,High,B,1.54,613.0,2,150.0,no,89.3,22.6,892.4
1,Very High,C,9.33,667.0,1,61.0,yes,64.0,24.8,595.4
4,High,C,8.55,664.0,1,126.0,yes,71.7,27.0,668.9
4,Moderate,C,8.91,637.0,2,161.0,yes,68.9,56.1,615.0
1,Very High,A,3.9,521.0,1,55.0,yes,86.1,27.3,934.1
1,Very High,C,8.25,612.0,1,55.0,no,73.6,30.6,703.4
4,Very High,B,7.21,671.0,1,122.0,no,78.2,25.2,747.8
3,Low,B,20.11,349.0,1,82.0,no,89.5,23.8,1042.0
1,Very High,B,4.05,673.0,1,54.0,yes,85.8,48.3,586.2
4,Very High,A,1.95,731.0,2,179.0,,88.8,27.9,750.6
2,High,A,18.01,654.0,1,69.0,yes,81.7,29.9,551.0
4,High,C,0.82,607.0,2,167.0,yes,90.1,27.9,912.1
4,Very High,A,1.34,614.0,1,145.0,no,89.6,20.8,946.1
1,Very High,B,9.08,590.0,1,66.0,yes,67.1,25.2,753.2
4,Very High,B,7.02,563.0,2,177.0,yes,78.9,23.4,1032.3
4,High,A,4.93,632.0,2,157.0,yes,84.2,28.8,817.7
3,Moderate,D,37.44,685.0,1,130.0,yes,83.0,22.2,418.6
3,Moderate,A,23.21,685.0,1,133.0,yes,64.5,19.6,469.9
4,Very High,B,4.01,545.0,2,188.0,no,85.9,18.7,1120.8
4,Very High,B,9.37,716.0,2,148.0,,63.4,21.6,673.5
2,Low,A,30.07,686.0,1,114.0,yes,69.2,32.5,294.9
3,Very High,A,23.79,695.0,1,133.0,yes,79.1,18.1,623.0
1,Very High,C,7.47,535.0,1,74.0,,77.2,41.0,852.1
4,Very High,D,5.9,674.0,2,127.0,no,82.1,27.2,773.7
4,Very High,A,2.17,597.0,2,184.0,yes,88.6,19.4,1031.6
3,High,C,21.74,223.0,1,107.0,yes,75.2,16.9,320.2
4,Moderate,C,1.52,613.0,2,151.0,yes,89.4,26.4,812.5
1,High,C,6.18,622.0,1,43.0,yes,81.4,27.2,637.6
3,Low,B,18.64,541.0,1,80.0,yes,85.0,23.7,674.6
1,Very High,B,5.55,685.0,1,73.0,yes,82.9,24.6,632.4
4,Very High,B,9.57,595.0,2,112.0,yes,59.6,39.5,810.4
4,Very High,C,4.66,693.0,2,144.0,yes,84.7,52.5,698.3
3,Low,C,11.48,520.0,1,82.0,yes,78.3,62.0,639.1
1,Very High,A,0.16,673.0,1,50.0,yes,90.8,20.8,687.9
4,High,B,3.47,667.0,2,166.0,yes,86.7,44.5,730.9
3,High,C,21.83,675.0,1,112.0,yes,89.6,22.2,589.7
2,Moderate,C,18.26,547.0,1,98.0,yes,87.3,43.6,685.2
2,Low,D,26.9,461.0,1,66.0,yes,79.5,18.8,749.4
1,Very High,C,4.36,605.0,1,63.0,yes,85.3,50.1,716.8
4,Moderate,B,8.82,555.0,2,162.0,yes,69.6,55.0,776.7
4,Moderate,B,6.68,391.0,2,117.0,yes,80.0,21.3,1166.8
1,High,C,4.76,656.0,1,51.0,yes,84.5,28.1,592.6
3,Moderate,A,16.6,562.0,1,141.0,no,79.3,27.3,756.8
3,Low,B,16.5,681.0,1,132.0,yes,72.1,35.6,414.4
4,High,C,8.86,577.0,2,120.0,yes,69.3,23.7,847.6
2,Very Low,A,22.23,700.0,1,88.0,yes,88.7,23.7,277.1
2,Moderate,C,10.57,621.0,1,68.0,yes,78.9,23.2,595.1
2,Very High,B,16.02,689.0,1,74.0,yes,84.3,29.6,577.5
3,Low,D,21.57,679.0,1,62.0,yes,90.0,26.1,381.8
4,High,A,6.63,695.0,2,151.0,yes,80.1,38.2,649.1
2,High,B,19.72,671.0,1,126.0,yes,73.2,23.6,566.3
3,Moderate,B,19.59,605.0,1,81.0,yes,88.8,38.7,586.9
3,High,B,22.61,593.0,1,110.0,no,87.3,19.0,743.2
3,Moderate,C,23.42,692.0,1,76.0,yes,88.5,40.6,389.8
2,Moderate,C,39.31,683.0,1,75.0,yes,85.3,14.6,362.3
3,Moderate,A,21.16,461.0,1,129.0,yes,84.9,26.0,926.3
3,Low,B,16.35,687.0,1,120.0,yes,84.2,33.1,422.8
1,High,B,6.24,586.0,1,48.0,yes,81.2,42.4,669.2
3,Moderate,B,29.06,641.0,1,124.0,yes,91.0,20.9,561.8
1,High,C,2.63,666.0,1,60.0,,88.0,19.1,625.6
1,High,C,9.76,589.0,1,58.0,no,53.7,49.4,580.2
2,Low,C,24.75,599.0,1,69.0,yes,70.4,21.5,476.5
3,High,C,20.67,284.0,1,94.0,yes,82.7,18.4,241.7
3,Moderate,B,32.71,558.0,1,105.0,no,79.7,33.1,624.9
1,High,C,1.52,576.0,1,65.0,,89.4,25.0,794.5
4,Very High,C,6.28,671.0,2,181.0,yes,81.1,42.6,787.7
1,High,C,9.84,426.0,1,45.0,yes,49.6,32.4,914.2
2,Low,C,9.93,660.0,1,76.0,yes,82.2,99.6,261.9
3,Very High,B,24.44,615.0,1,115.0,no,77.1,53.4,654.1
3,Low,C,19.37,707.0,1,83.0,no,88.2,24.9,361.3
4,Very High,A,6.16,714.0,1,151.0,yes,81.4,47.0,648.4
4,Very High,,7.72,689.0,2,185.0,yes,76.2,52.5,713.1
1,Very High,B,2.53,660.0,1,38.0,yes,88.1,25.3,670.0
4,High,D,5.47,494.0,1,147.0,yes,83.1,49.5,991.9
2,Very Low,C,24.34,413.0,1,144.0,yes,83.8,24.8,854.1
4,High,C,5.49,682.0,2,166.0,yes,83.0,26.6,732.2
1,High,C,3.04,604.0,1,63.0,,87.4,21.0,737.8
3,Moderate,B,24.26,694.0,1,86.0,yes,87.4,20.3,444.0
4,Very High,C,1.85,659.0,2,152.0,yes,88.9,41.3,825.0
2,Moderate,B,24.36,669.0,1,150.0,yes,87.5,27.1,516.8
4,Very High,,0.78,497.0,2,152.0,yes,90.2,22.5,1192.1
4,High,A,5.73,605.0,1,114.0,yes,82.5,25.9,809.1
3,Moderate,C,27.15,612.0,1,100.0,yes,90.0,18.8,607.1
2,Moderate,C,17.2,692.0,1,71.0,yes,77.2,41.6,373.7
4,High,B,9.61,347.0,2,145.0,,58.7,58.5,1190.3
3,Moderate,A,18.19,597.0,1,101.0,no,90.4,26.3,666.4
1,High,C,1.39,637.0,1,62.0,no,89.5,30.5,661.7
4,Very High,A,4.41,566.0,1,125.0,yes,85.2,26.4,976.5
4,Very High,C,8.79,555.0,2,169.0,yes,69.9,36.4,976.7
3,High,D,28.66,696.0,1,63.0,,75.5,29.0,416.7
3,Moderate,B,22.1,723.0,1,141.0,yes,87.6,36.7,411.9
3,Low,A,19.5,650.0,1,115.0,yes,85.9,30.6,480.9
4,High,C,9.99,672.0,2,136.0,yes,20.6,53.2,499.8
4,High,C,1.6,629.0,2,138.0,yes,89.3,23.2,848.1
3,High,B,15.29,410.0,1,117.0,yes,74.0,24.7,1096.2
3,Very Low,,21.97,615.0,1,101.0,,90.1,23.0,477.8
4,Very High,A,9.98,497.0,1,171.0,yes,28.8,17.7,1033.6
4,High,B,5.67,607.0,2,120.0,yes,82.6,73.1,701.3
3,Moderate,C,13.98,494.0,1,147.0,yes,87.9,32.5,909.6
1,Very High,C,5.19,278.0,1,58.0,yes,83.7,35.6,781.4
4,Very High,A,7.44,672.0,2,157.0,yes,77.4,39.2,757.2
3,Moderate,C,32.51,648.0,1,76.0,yes,89.1,20.5,478.8
3,Very High,B,40.43,645.0,1,148.0,yes,85.0,15.5,660.3
4,Very High,B,8.12,356.0,2,165.0,yes,74.3,22.0,741.7
2,Moderate,A,26.5,664.0,1,94.0,yes,89.1,28.4,458.2
4,High,C,0.84,686.0,2,144.0,yes,90.1,26.4,742.9
3,Low,A,17.09,568.0,1,97.0,yes,66.3,32.8,586.8
3,Moderate,B,29.44,688.0,1,118.0,yes,47.8,31.3,350.0
2,High,B,11.79,577.0,1,70.0,yes,75.4,29.8,720.2
2,Moderate,C,26.73,633.0,1,74.0,yes,82.2,36.9,459.1
